Time_sec,Neural_Amp_OpenLoop,Neural_Amp_ClosedLoop,Bio_Gamma,Artificial_Gamma_u,Total_System_Chi
0.65,-0.05154660289789402,-0.0005155273907115533,1.0,10.298793723384989,0.8991294360262011
0.66,-0.04742670424480264,-0.0005974801780826244,1.0,10.299887706338815,0.8992164924235809
0.67,-0.043164371960743714,-0.0006714133344949279,1.0,10.300872290997258,0.8992948431812228
0.68,-0.03872408024444117,-0.000684163465684276,1.0,10.301758417189857,0.8993653588631004
0.6900000000000001,-0.0341572331029258,-0.0006746897358115278,1.0,10.302555930763198,0.8994288229767905
0.7000000000000001,-0.029533463069291176,-0.000695879266971112,1.0,10.303273692979204,0.8994859406791115
0.71,-0.024821267516882243,-0.000693856549042275,1.0,10.303919678973608,0.8995373466112002
0.72,-0.019981301655224003,-0.0006124214250999136,1.0,10.304501066368573,0.8995836119500802
0.73,-0.015112643737035487,-0.0005395661207987087,1.0,10.305024315024042,0.8996252507550723
0.74,-0.010154777889182499,-0.00039458516500159423,1.0,10.305495238813963,0.899662725679565
0.75,-0.0053373884987936646,-0.00039542513414618556,1.0,10.305919070224892,0.8996964531116085
0.76,-0.0005060067118827505,-0.00035351393277855737,1.0,10.306300518494728,0.8997268078004477
0.77,0.0042834112449991945,-0.00031059351119243426,1.0,10.30664382193758,0.8997541270204028
0.78,0.008993074424998899,-0.0002862502749037721,1.0,10.306952795036148,0.8997787143183625
0.79,0.013624725777255663,-0.00025894147492772296,1.0,10.307230870824858,0.8998008428865263
0.8,0.01805689390886188,-0.00033307679812007846,1.0,10.307481139034698,0.8998207585978736
0.81,0.022362471004922994,-0.00040849777654048926,1.0,10.307706380423554,0.8998386827380863
0.8200000000000001,0.02655456446169932,-0.000455921906123685,1.0,10.307909097673523,0.8998548144642776
0.8300000000000001,0.03067379846763288,-0.00042228866194247955,1.0,10.308091543198497,0.8998693330178499
0.84,0.03460483132005171,-0.00041670513312745363,1.0,10.308255744170973,0.8998823997160649
0.85,0.03831951476560356,-0.00045053260650007896,1.0,10.3084035250462,0.8998941597444584
0.86,0.041820684143889376,-0.0005038439084307655,1.0,10.308536527833907,0.8999047437700126
0.87,0.0451675104909642,-0.0005033672165866427,1.0,10.30865623034284,0.8999142693930112
0.88,0.04831899194592011,-0.0004845196630965415,1.0,10.308763962600882,0.8999228424537101
0.89,0.05122171484191185,-0.0004923787564463934,1.0,10.30886092163312,0.8999305582083391
0.9,0.0539188586557053,-0.0004717418639292002,1.0,10.308948184762134,0.8999375023875053
0.91,0.0563810217869522,-0.00044672256340331216,1.0,10.309026721578245,0.8999437521487547
0.92,0.05864441218410671,-0.00037433688042609766,1.0,10.309097404712746,0.8999493769338792
0.93,0.06061854716315918,-0.00034376224281671585,1.0,10.309161019533796,0.8999544392404912
0.9400000000000001,0.062317245253143576,-0.00033167134610275444,1.0,10.309218272872743,0.8999589953164422
0.9500000000000001,0.06373333233136584,-0.00033924386318524385,1.0,10.309269800877793,0.8999630957847978
0.96,0.06481047368048978,-0.0004177964466849384,1.0,10.309316176082339,0.8999667862063181
0.97,0.06563578813546625,-0.00047100982925332897,1.0,10.30935791376643,0.8999701075856862
0.98,0.06620678250412164,-0.0005032928640575119,1.0,10.309395477682113,0.8999730968271176
0.99,0.06651094870112875,-0.0005296822784508186,1.0,10.309429285206226,0.8999757871444057
1.0,0.06653776917868852,-0.0005627254475052138,1.0,10.30945971197793,0.8999782084299652
1.01,0.0662308723305603,-0.0006605785897004686,1.0,10.309487096072463,0.8999803875869687
1.02,0.06564454318115842,-0.0007657894256852709,1.0,10.309511741757541,0.8999823488282718
1.03,0.06478778732850893,-0.0008732139168357506,1.0,10.309533922874113,0.8999841139454446
1.04,0.06364371323854312,-0.0010051557303673386,1.0,10.309553885879028,0.8999857025509003
1.05,0.062251760294981355,-0.001126271579509185,1.0,10.309571852583451,0.8999871322958103
1.06,0.060648169324742776,-0.0012090408402670885,1.0,10.309588022617431,0.8999884190662292
1.07,0.05891549418371291,-0.0011833668295986662,1.0,10.309602575648015,0.8999895771596064
1.08,0.05697628563645976,-0.0011471958152353878,1.0,10.30961567337554,0.8999906194436458
1.09,0.054844413334425156,-0.0010977091407626588,1.0,10.309627461330312,0.8999915574992813
1.1,0.05251362039433434,-0.0010532079438675104,1.0,10.309638070489607,0.8999924017493532
1.11,0.04990288135929506,-0.001105520337989051,1.0,10.30964761873297,0.8999931615744178
1.12,0.04711991534183742,-0.001148877654594236,1.0,10.309656212152,0.899993845416976
1.1300000000000001,0.044181768525516696,-0.001179784306715782,1.0,10.309663946229126,0.8999944608752785
1.1400000000000001,0.04122174265214851,-0.0010793758108154177,1.0,10.309670906898539,0.8999950147877507
1.1500000000000001,0.03811896207219486,-0.0009956800349920593,1.0,10.309677171501011,0.8999955133089756
